CAND_ELECTION_YR,CMTE_PTY_AFFILIATION,CAND_OFFICE,STATE,TRANSACTION_AMT
2008,DEM,S,VI,15247.22
2008,DEM,S,VT,48933.0
2008,DEM,S,WA,1278486.3199999998
2008,DEM,S,WI,1214002.9000000001
2008,DEM,S,WV,2706293.5
2008,DEM,S,WY,198881.0
2008,DEM,S,ZZ,9963.0
2008,DFL,H,AL,496.0
2008,DFL,H,AZ,16120.099999999999
2008,DFL,H,CA,102074.43999999999
2008,DFL,H,CO,55309.94000000005
2008,DFL,H,CT,56258.380000000005
2008,DFL,H,FL,7990.259999999999
2008,DFL,H,GA,5384.45
2008,DFL,H,IA,82076.57999999999
2008,DFL,H,IL,188464.59000000005
2008,DFL,H,KS,1543.4700000000003
2008,DFL,H,LA,2039.5800000000002
2008,DFL,H,MA,72032.13000000003
2008,DFL,S,MN,2574100.0
2008,DFL,S,MT,8625.0
2008,DFL,H,DC,1510644.4299999995
2008,DFL,S,NJ,8052.0
2008,Dem,H,VA,3850.0
2008,Dem,H,WA,842.01
2008,GRE,H,AR,5766.0
2008,GRE,H,AZ,1733.0
2008,GRE,H,CA,32021.29
2008,GRE,H,CO,5.0
2008,GRE,H,CT,1637.0
2008,GRE,H,DC,4522.5
2008,GRE,H,FL,373.0
2008,GRE,H,IA,6197.0
2008,GRE,H,IL,22760.25
2008,GRE,H,IN,2111.11
2008,GRE,H,LA,900.0
2008,GRE,H,MI,884.0
2008,GRE,H,MN,674.0
2008,GRE,H,MO,101.0
2008,GRE,H,MS,560.0
2008,GRE,H,NY,215.0
2008,GRE,H,SC,193.0
2008,GRE,H,TX,375.0
2008,DFL,S,NE,1927.0
2008,GRE,H,WA,12451.41
2008,GRE,P,AR,689.11
2008,Dem,H,TX,9369.01
2008,Dem,H,SC,3176.07
2008,GRE,H,MD,23397.850000000002
2008,Dem,H,NC,176589.66
2008,DFL,S,OH,318.0
2008,DFL,S,NY,655.0
2008,Dem,H,NJ,9240.739999999998
2008,DFL,S,NV,204.0
2008,DFL,S,OR,11354.0
2008,DFL,S,PA,152601.0
2008,DFL,S,SD,3613.0
2008,DFL,S,VA,20093.0
2008,DTS,H,CA,1976.0
2008,DTS,H,IA,771.0
2008,DTS,H,NV,197.0
2008,Dem,H,AZ,2300.0
2008,DFL,S,TX,2545.0
2008,Dem,H,CO,2207.16
2008,Dem,H,DC,62046.66
2008,Dem,H,FL,3712.8
2008,Dem,H,MI,16008.0
2008,Dem,H,GA,104436.59
2008,Dem,H,ID,491.08000000000004
2008,Dem,H,IL,330020.1400000001
2008,Dem,H,MD,500.0
2008,Dem,H,CA,19487.73
2008,Dem,H,MA,2796.67
2010,NPA,H,PA,292.0
2010,NPA,H,TX,4937.36
2010,NPA,H,WI,1225.55
2010,NPA,S,AZ,343.0
2010,NPA,S,CA,99.0
2010,NPA,S,FL,17350.11
2010,NPA,S,PA,483.5
2010,NPA,S,IL,388.0
2010,NPA,S,MA,15.0
2010,NPA,S,MI,807.5
2010,NPA,H,NY,25.0
2010,NPA,S,NE,114.0
2010,NPA,S,NC,333.74999999999994
2010,NPA,S,CT,448.09999999999997
2010,NPA,H,NC,368.93
2010,NNE,S,WA,2392.29
2010,NPA,H,MA,2600.5400000000004
2010,NNE,S,OH,2461.2200000000003
2010,NNE,S,OK,596.0
2010,NPA,S,TX,647.0
2010,NNE,S,PA,72413.09999999999
2010,NNE,S,SC,1073.85
2010,NNE,S,TN,6420.0
2010,NNE,S,TX,124131.32999999991
2010,NPA,H,MN,1040.0
2010,NNE,S,VA,205825.52000000002
2010,NP,H,MS,4844.0
2010,NPA,H,AR,1442.49
2010,NPA,H,CA,886.15
2010,NPA,H,FL,63031.820000000014
2010,NPA,H,FM,258.0
2010,NPA,H,GA,1102.92
2010,NPA,H,LA,800.0
2010,NNE,S,VT,37835.21
2010,NPA,S,WI,1476.8
2010,R,H,OH,259.84
2010,OTH,H,FL,81622.58
2010,R,H,NJ,9348.75
2010,R,H,NY,256102.79000000015
2010,R,H,PA,4309.28
2010,R,H,SC,998.0
2010,R,H,TN,854.9899999999999
2010,R,H,TX,15022.12
2010,R,H,UT,9337.380000000001
2010,R,H,VA,115669.07999999999
2010,R,H,WA,178.7
2010,R,H,WI,753.6800000000001
2010,REP,H,AA,73410.49
2010,REP,H,AB,2908.5
2010,REP,H,AK,733318.3599999996
2010,NNE,S,NY,70819.64
2010,REP,H,AL,3391157.680000004
2010,R,H,MD,108524.3
2010,OTH,H,CA,409.34
2010,R,H,KY,860.1200000000001
2010,R,H,IL,16653.22
2010,OTH,H,HI,500.0
2010,OTH,H,MA,57.7
2010,OTH,H,MP,66724.53
2010,OTH,H,NJ,150.0
2010,OTH,H,VA,10500.0
2010,OTH,S,MN,16.0
2010,OTH,S,MO,1013.44
2010,OTH,S,WV,5671.48
2010,R,H,AZ,155541.62
2010,R,H,CA,25112.710000000003
2010,R,H,CO,1200.0
2010,R,H,CT,692.7
2010,R,H,DC,357974.3599999999
2010,R,H,DE,2600.0
2010,R,H,FL,22079.4
2010,R,H,IN,16108.260000000002
2010,NNE,S,NV,4859.0
2010,LIB,H,MD,1317.1799999999996
2010,NNE,S,NH,107241.20000000001
2010,LIB,H,IL,6163.96
2010,LIB,H,IN,6397.7
2010,LIB,H,KS,1226.02
2010,LIB,H,MA,3742.2999999999993
2010,LIB,H,MI,6956.42
2010,LIB,H,MN,2438.9700000000003
2010,LIB,H,ID,557.92
2010,LIB,H,NC,12764.67
2010,LIB,H,NY,2364.14
2010,LIB,H,OH,127003.10999999999
2010,LIB,H,OK,3453.56
2010,LIB,H,OR,17850.44
2010,LIB,H,PA,263.32
2010,LIB,H,RI,9.49
2010,LIB,H,NV,250.0
2010,LIB,H,GA,2808.4399999999996
2010,LIB,H,FL,7329.56
2010,LIB,H,DE,2418.3599999999997
2010,REP,H,AR,2415965.640000001
2010,IND,S,TX,11628.16
2010,IND,S,UT,64.7
2010,IND,S,WA,13506.83
2010,IND,S,WI,3702.58
2010,IND,S,WY,4761.7
2010,LBT,S,CA,36.2
2010,LBT,S,OR,5456.77
2010,LIB,H,AK,200.0
2010,LIB,H,AL,552.0
2010,LIB,H,AR,309.88
2010,LIB,H,AZ,1437.19
2010,LIB,H,CA,29597.350000000006
2010,LIB,H,CO,28731.09
2010,LIB,H,DC,5625.0
2010,LIB,H,SC,2155.0
2010,LIB,H,TX,84934.54
2010,LIB,H,UT,132.73
2010,LIB,H,VA,12747.63
2010,NNE,H,TX,1468.8
2010,NNE,S,AL,3072.0
2010,NNE,S,AZ,36955.049999999996
2010,NNE,S,CA,413532.7500000001
2010,NNE,S,CO,5574.409999999999
2010,NNE,S,CT,344.01
2010,NNE,S,DC,1441361.34
2010,NNE,S,FL,10575960.819999997
2010,NNE,S,GA,170222.28999999995
2010,NNE,S,IL,15795.939999999997
2010,NNE,S,MA,11284.63
2010,NNE,S,MD,426619.93
2010,NNE,S,MI,6215.0
2010,NNE,S,NC,8298.18
2010,NNE,S,NE,48735.50000000002
2010,NNE,H,NJ,850.0
2010,NNE,S,NJ,2965.0
2010,NNE,H,LA,10938.32
2010,NNE,H,CA,1700.0
2010,LIB,H,WA,417.45
2010,LIB,H,WI,756.0
2010,LIB,H,WV,200.0
2010,LIB,S,AZ,5064.49
2010,LIB,S,CA,1246.83
2010,LIB,S,FL,250.0
2010,LIB,S,GA,6048.3
2010,LIB,S,IL,2000.0
2010,LIB,S,IN,6072.0
2010,LIB,S,KS,320.0
2010,LIB,S,KY,528.0
2010,LIB,S,NC,22807.18
2010,LIB,S,NY,213.57
2010,LIB,S,OH,6040.0
2010,LIB,S,PA,1148.47
2010,NNE,H,FL,8248.619999999999
2010,REP,H,AS,20197.4
2010,REP,S,TN,421563.61999999994
2010,REP,H,AZ,10426315.270000005
2010,REP,S,ON,600.0
2010,REP,S,OR,2675625.579999999
2010,REP,S,PA,6052267.190000039
2010,REP,S,PR,6247.0
2010,REP,S,RI,43085.25
2010,REP,S,SC,2129463.119999999
2010,REP,S,OK,202214.82
2010,REP,S,SD,1814250.4799999981
2010,REP,S,UT,5472264.090000004
2010,REP,S,VA,73724586.91000006
2010,REP,S,VI,7700.04
2010,REP,S,VT,393715.0
2010,REP,S,WA,8243535.380000012
2010,REP,S,WI,3905856.360000001
2010,REP,S,TX,37533974.500000015
2010,REP,S,OH,12232778.060000008
2010,REP,S,NY,5182817.780000009
2010,REP,S,NV,5583529.859999999
2010,REP,S,LA,7368095.1899999995
2010,REP,S,MA,4967988.010000001
2010,REP,S,MD,25146797.49
2010,REP,S,ME,83954.54999999999
2010,REP,S,MI,1805243.83
2010,REP,S,MN,6992727.539999993
2010,REP,S,MO,14981535.140000014
2010,REP,S,MS,34197.28999999999
2010,REP,S,MT,5388.87
2010,REP,S,NC,7612674.729999999
2010,REP,S,ND,2254776.8300000015
2010,REP,S,NE,211335.32999999993
2010,REP,S,NH,4492277.820000001
2010,REP,S,NJ,3361833.380000001
2010,REP,S,NM,31868.840000000007
2010,REP,S,WV,908856.1000000004
2010,REP,S,WY,27065.370000000003
2010,REP,S,XX,119.6
2010,REP,S,ZZ,14514.92
2010,UNK,H,IN,206690.49
2010,UNK,H,KY,555.76
2010,UNK,H,MA,10282.0
2010,UNK,H,MI,2151.13
2010,UNK,H,MO,6208.1
2010,UNK,H,NH,1650.0
2010,UNK,H,NJ,28086.32
2010,UNK,H,NY,71571.89000000001
2010,UNK,H,OH,21416.010000000002
2010,UNK,H,PA,57049.82
2010,UNK,H,TX,2596.9800000000005
2010,UNK,H,VA,11190.55
2010,UNK,H,WA,200.0
2010,UNK,H,WI,3610.5999999999995
2010,IND,S,SC,32338.0
2010,UNK,H,IL,1293.5700000000002
2010,REP,S,KY,1871107.8499999996
2010,UNK,H,ID,3152.9300000000003
2010,UNK,H,GA,2415.44
2010,RPT,S,MD,213.0
2010,RPT,S,MO,186.0
2010,SUS,S,AR,186.17
2010,SUS,S,CT,1095.0
2010,SUS,S,KY,1716.1399999999999
2010,SUS,S,MI,579.5
2010,SUS,S,OH,9688.739999999998
2010,UNK,H,AL,4428.85
2010,UNK,H,AS,7350.0
2010,UNK,H,AZ,289.0
2010,UNK,H,CA,5640.659999999997
2010,UNK,H,CO,55324.729999999996
2010,UNK,H,CT,249810.57
2010,UNK,H,DC,12074.219999999998
2010,UNK,H,FL,7914.319999999999
2010,UNK,H,IA,813.5
2010,REP,S,KS,5482459.09
2010,REP,S,IN,2983687.0799999977
2010,REP,S,IL,7024734.490000011
2010,REP,H,ME,764729.8999999999
2010,REP,H,MI,8837264.080000006
2010,REP,H,MN,10496756.809999984
2010,REP,H,MO,8993504.790000008
2010,REP,H,MP,1726.84
2010,REP,H,MS,1982038.77
2010,REP,H,MT,741768.3999999993
2010,REP,H,NB,600.0
2010,REP,H,NC,7840064.360000012
2010,REP,H,ND,727381.8899999995
2010,REP,H,NE,1830004.8500000064
2010,REP,H,NH,5355246.080000004
2010,REP,H,NJ,19051660.64
2010,REP,H,NM,1685426.6299999917
2010,REP,H,NV,2024303.4499999995
2010,REP,H,MD,17204787.500000007
2010,REP,H,NY,15672263.449999968
2010,REP,H,MA,3829255.500000002
2010,REP,H,KY,2881507.269999997
2010,REP,H,BC,1725.0
2010,REP,H,CA,33825508.9399996
2010,REP,H,CO,3605521.1200000113
2010,REP,H,CT,2606215.7600000068
2010,REP,H,D.,1000.0
2010,REP,H,DC,54290064.170000024
2010,REP,H,DE,3570319.970000005
2010,REP,H,FL,20685648.299999867
2010,REP,H,GA,12259609.320000147
2010,REP,H,HI,399238.74000000034
2010,REP,H,IA,3857884.580000001
2010,REP,H,ID,1196397.269999999
2010,REP,H,IL,11869761.000000065
2010,REP,H,IN,7034858.670000002
2010,REP,H,KS,3155095.469999997
2010,REP,H,LA,6323403.39000002
2010,REP,H,AU,399.0
2010,REP,H,OH,27630741.37000011
2010,REP,H,OR,2764195.569999996
2010,REP,S,AB,73.0
2010,REP,S,AK,1087312.5799999998
2010,REP,S,AL,494862.54000000004
2010,REP,S,AR,1937891.330000004
2010,REP,S,AZ,6026868.510000014
2010,REP,S,CA,43483994.569999956
2010,REP,S,CO,4983733.890000007
2010,REP,S,CT,8948889.170000002
2010,REP,S,DC,22130073.70999998
2010,REP,S,DE,2031158.66
2010,REP,S,FL,19481782.81
2010,REP,S,GA,3348073.4299999946
2010,REP,S,HI,98868.43999999996
2010,REP,S,IA,188104.31
2010,REP,S,ID,1200219.300000001
2010,REP,H,ZZ,65557.45999999999
2010,REP,H,OK,4828485.759999999
2010,REP,H,WY,200289.70000000016
2010,REP,H,WI,3694910.7100000684
2010,REP,H,PA,15826171.189999996
2010,REP,H,PH,916.68
2010,REP,H,PR,12740.86
2010,REP,H,QC,27964.83
2010,REP,H,RI,285215.4099999999
2010,REP,H,SC,7183911.180000016
2010,REP,H,SD,831415.0800000008
2010,REP,H,TN,9633684.490000023
2010,REP,H,TX,30200169.55999921
2010,REP,H,UT,3426672.1300000073
2010,REP,H,VA,92819592.77000096
2010,REP,H,VI,10732.65
2010,REP,H,VT,409270.87
2010,REP,H,WA,6584374.360000003
2010,REP,H,WE,688.5
2010,REP,H,WV,2103651.290000002
2010,IND,S,PR,4430.0
2010,DEM,S,MS,8633.6
2010,IND,S,OH,19706.030000000002
2010,DEM,S,BC,2379.18
2010,DEM,S,CA,12865795.940000024
2010,DEM,S,CO,35371605.85999992
2010,DEM,S,CT,2797266.1499999976
2010,DEM,S,DC,58459799.46000015
2010,DEM,S,DE,1263041.740000001
2010,DEM,S,AZ,1784885.2699999944
2010,DEM,S,FL,5220527.009999996
2010,DEM,S,HI,2436505.049999997
2010,DEM,S,IA,1273304.2500000005
2010,DEM,S,ID,49837.76
2010,DEM,S,IL,13873404.549999941
2010,DEM,S,IN,1845139.9399999995
2010,DEM,S,KS,72036.11999999998
2010,DEM,S,GA,6963821.72000003
2010,DEM,S,AR,682565.0600000002
2010,DEM,S,AL,1773103.149999999
2010,DEM,S,AK,3502.64
2010,DEM,H,RI,2705277.619999999
2010,DEM,H,SC,1482588.9900000007
2010,DEM,H,SD,1818002.8199999987
2010,DEM,H,TN,13122775.489999942
2010,DEM,H,TX,11634307.310000116
2010,DEM,H,UK,3984.8
2010,DEM,H,UT,2388031.4900000026
2010,DEM,H,VA,61558240.39000003
2010,DEM,H,VI,157986.45
2010,DEM,H,VT,366788.05000000057
2010,DEM,H,WA,5665929.200000017
2010,DEM,H,WI,4817625.4399999995
2010,DEM,H,WV,881959.1300000008
2010,DEM,H,WY,35154.899999999994
2010,DEM,H,ZZ,1101.29
2010,DEM,S,KY,2587213.9600000004
2010,DEM,S,LA,1247370.11
2010,DEM,S,MA,17888872.130000066
2010,DEM,S,MD,11901996.170000002
2010,DEM,S,SC,197542.88
2010,DEM,S,SD,129553.26999999997
2010,DEM,S,TN,1275839.9100000001
2010,DEM,S,TX,2512609.06999998
2010,DEM,S,UT,1264454.220000001
2010,DEM,S,VA,25780051.39999999
2010,DEM,S,VI,7800.290000000001
2010,DEM,S,VT,124465.24999999994
2010,DEM,S,WA,1802439.9299999995
2010,DEM,S,WI,7706932.289999978
2010,DEM,S,WV,596550.6900000001
2010,DEM,S,WY,21716.010000000002
2010,DEM,S,ZZ,10144.8
2010,DFL,H,AZ,23351.15
2010,DFL,H,CA,115379.32
2010,DEM,S,RI,190443.51999999987
2010,DEM,H,QC,3236.94
2010,DEM,S,PR,9010.93
2010,DEM,S,OR,2202390.729999999
2010,DEM,S,ME,162044.64
2010,DEM,S,MI,96872.53
2010,DEM,S,MN,495828.56000000006
2010,DEM,S,MO,3176433.879999997
2010,DEM,S,MT,34725.020000000004
2010,DEM,S,NC,2280317.7399999998
2010,DEM,S,ND,650191.4600000002
2010,DEM,S,NE,19114.950000000004
2010,DEM,S,NH,972523.8799999999
2010,DEM,S,NJ,3884155.9400000023
2010,DEM,S,NM,16255.880000000001
2010,DEM,S,NV,2495578.6499999994
2010,DEM,S,NY,10605070.280000024
2010,DEM,S,OH,1473679.0599999987
2010,DEM,S,OK,31556.41
2010,DEM,S,PA,32710073.739999987
2010,DFL,H,CO,13405.06
2010,DEM,H,PR,33175.69
2010,DEM,H,OR,2362544.1199999913
2010,CON,H,ZZ,39.0
2010,CON,S,PA,1515.0
2010,CON,S,UT,41207.46
2010,CST,H,OH,11940.28
2010,CST,H,TX,532.74
2010,DEM,H,AA,6748.48
2010,CON,H,WA,660.0
2010,DEM,H,AB,250.0
2010,DEM,H,AK,194098.86999999988
2010,DEM,H,AL,4923799.870000004
2010,DEM,H,AR,3068928.5600000015
2010,DEM,H,AS,43078.53999999999
2010,DEM,H,AZ,5217736.330000042
2010,DEM,H,CA,36002717.66999959
2010,DEM,H,AE,320.0
2010,CON,H,TN,5390.55
2010,CON,H,SC,49547.829999999994
2010,CON,H,OR,4342.0
2010,IND,S,PA,1466.21
2010,CON,H,AL,1402.5
2010,CON,H,CA,1438.92
2010,CON,H,CO,663.0
2010,CON,H,CT,2056.0
2010,CON,H,FL,142.0
2010,CON,H,GA,29254.85
2010,CON,H,IA,4738.0
2010,CON,H,MA,2000.0
2010,CON,H,MD,390.0
2010,CON,H,MO,2098.0000000000005
2010,CON,H,MS,7348.570000000001
2010,CON,H,NJ,800.0
2010,CON,H,NY,3575.0
2010,CON,H,OH,5955.0
2010,DEM,H,CO,15828646.330000011
2010,DEM,H,CT,4883205.459999995
2010,DEM,H,DC,118611339.95999926
2010,DEM,H,DE,2590637.990000003
2010,DEM,H,MO,4285871.809999995
2010,DEM,H,MP,30309.679999999997
2010,DEM,H,MS,1521668.039999999
2010,DEM,H,NB,139.3
2010,DEM,H,NC,4446474.35
2010,DEM,H,ND,2575517.850000004
2010,DEM,H,NE,689752.2800000001
2010,DEM,H,NH,1340923.0499999956
2010,DEM,H,NJ,12260179.149999963
2010,DEM,H,NM,1502589.679999998
2010,DEM,H,NV,3519098.319999998
2010,DEM,H,NY,32561077.939999994
2010,DEM,H,OH,6569396.669999986
2010,DEM,H,OK,2973944.7599999993
2010,DEM,H,ON,16366.18
2010,DEM,H,MN,4036622.2200000035
2010,DEM,H,PA,16951437.45999995
2010,DEM,H,MI,4490406.520000003
2010,DEM,H,ME,1381415.9399999988
2010,DEM,H,EL,513.1
2010,DEM,H,FL,16828966.159999996
2010,DEM,H,FM,403.75
2010,DEM,H,GA,13524197.090000046
2010,DEM,H,GU,110241.83
2010,DEM,H,HI,2058715.8300000012
2010,DEM,H,IA,1882690.2899999982
2010,DEM,H,ID,472067.2700000003
2010,DEM,H,IL,25865786.839999903
2010,DEM,H,IN,2942731.200000007
2010,DEM,H,KS,722030.8399999988
2010,DEM,H,KY,1800196.7299999974
2010,DEM,H,LA,1644582.8099999973
2010,DEM,H,MA,10594301.160000198
2010,DEM,H,MD,9938645.20000003
2010,DEM,H,MH,24252.359999999993
2010,DFL,H,CT,7997.2699999999995
2010,DEM,H,MT,670246.5100000002
2010,DFL,H,FL,21501.040000000005
2010,IND,H,FL,290087.3100000001
2010,IND,H,GA,60314.340000000004
2010,IND,H,GU,1685.0
2010,IND,H,IA,3043.3999999999996
2010,IND,H,ID,1648.87
2010,IND,H,IL,31999.15
2010,IND,H,DC,25708.83
2010,IND,H,KS,3639.9499999999994
2010,IND,H,LA,336.74
2010,IND,H,MA,101833.88999999998
2010,IND,H,MD,25829.35
2010,IND,H,ME,37.45
2010,IND,H,MI,62209.85
2010,IND,H,MN,131513.13000000015
2010,IND,H,KY,20830.920000000002
2010,IND,H,CT,351.1
2010,IND,H,CO,12950.2
2010,IND,H,CA,163031.7
2010,GRE,S,OR,18395.29
2010,GRE,S,SC,46801.82
2010,GRN,H,CT,16567.14
2010,GRN,H,IL,249.0
2010,GRN,S,AR,4275.59
2010,GRN,S,AZ,3519.0
2010,GRN,S,FL,250.0
2010,GRN,S,MA,166.4
2010,GRN,S,MD,599.0
2010,IAP,S,CA,30.0
2010,IAP,S,CT,358.0
2010,IAP,S,PA,1334.0
2010,IAP,S,TX,538.0
2010,IND,H,AL,4000.0
2010,IND,H,AZ,22872.899999999998
2010,IND,H,MO,21775.979999999996
2010,IND,H,MP,56505.16
2010,IND,H,MS,15949.11
2010,IND,H,NC,8218.79
2010,IND,S,AZ,17043.95
2010,IND,S,CA,8857.819999999998
2010,IND,S,CO,18814.57
2010,IND,S,CT,75911.83
2010,IND,S,FL,7031.0
2010,IND,S,GA,312.0
2010,IND,S,IA,23209.960000000003
2010,IND,S,ID,2488.9
2010,IND,S,IN,9764.39
2010,IND,S,LA,126614.42000000001
2010,IND,S,MA,3280.4399999999996
2010,IND,S,NE,1317.63
2010,IND,S,NV,3422.310000000001
2010,DFL,H,DC,2146912.360000001
2010,IND,S,NY,756.4
2010,IND,S,AR,7691.22
2010,GRE,S,NY,1805.27
2010,IND,H,ZZ,1904.99
2010,IND,H,WA,22015.909999999993
2010,IND,H,ND,4395.0
2010,IND,H,NE,28838.77
2010,IND,H,NH,10623.05
2010,IND,H,NY,20049.93
2010,IND,H,OH,280251.1099999999
2010,IND,H,OK,31844.059999999998
2010,IND,H,PA,18374.12
2010,IND,H,RI,116.89999999999999
2010,IND,H,SC,600.0
2010,IND,H,SD,2827.8599999999997
2010,IND,H,TN,77502.44
2010,IND,H,TX,77941.3
2010,IND,H,UT,13736.96
2010,IND,H,VA,163999.5399999999
2010,IND,H,VT,4234.08
2010,IND,H,WI,3303.74
2010,GRE,S,GA,1235.19
2010,IND,H,NV,15252.279999999999
2010,GRE,H,WI,2400.0
2010,DFL,H,NY,105869.36
2010,DFL,H,OH,612.42
2010,DFL,H,OK,9260.98
2010,DFL,H,OR,2110.9900000000002
2010,DFL,H,PA,16733.35
2010,DFL,H,SD,224.51
2010,DFL,H,TN,940.9900000000001
2010,DFL,H,TX,10893.169999999996
2010,DFL,H,UT,6556.74
2010,DFL,H,VA,2197096.7900000005
2010,DFL,H,VT,423.17
2010,DFL,H,WA,11407.9
2010,DFL,H,WI,27778.459999999985
2010,GOP,H,AL,32284.060000000005
2010,GOP,H,AR,86.60999999999999
2010,DFL,H,NV,3420.75
2010,GOP,H,CA,2797.4699999999993
2010,DFL,H,NJ,5696.830000000001
2010,DFL,H,ND,2968.66
2010,DFL,H,GA,67073.43
2010,DFL,H,IA,13723.230000000001
2010,GRE,S,CA,202.76
2010,DFL,H,IL,588082.66
2010,DFL,H,IN,228.19
2010,DFL,H,KS,3219.1
2010,DFL,H,KY,285.22
2010,DFL,H,LA,57311.29
2010,DFL,H,MA,12186.99
2010,DFL,H,MD,636696.92
2010,DFL,H,ME,253.26
2010,DFL,H,MI,2628.16
2010,DFL,H,MN,3502185.760000011
2010,DFL,H,MO,3208.940000000001
2010,DFL,H,MT,16850.0
2010,DFL,H,NE,5903.09
2010,GOP,H,CO,89.95
2010,DFL,H,NM,1669.89
2010,GOP,H,DE,1100.0
2010,GOP,S,IA,19284.52
2010,GOP,S,IL,5190.77
2010,GOP,S,KS,62061.3
2010,GOP,S,MD,10891.570000000002
2010,GOP,S,NY,224.0
2010,GOP,S,TX,12971.859999999999
2010,GOP,S,UT,1771.4800000000002
2010,GOP,S,VA,44111.34
2010,GOP,S,WA,657874.4799999999
2010,GRE,H,CA,3861.11
2010,GRE,H,CT,2187.95
2010,GOP,H,DC,7108.37
2010,GRE,H,IL,3964.07
2010,GRE,H,WA,1740.0
2010,GRE,H,VI,4194.6
2010,GOP,S,DC,5748.38
2010,GOP,S,CA,45510.81
2010,GOP,S,ND,9994.0
2010,GOP,H,MN,331121.59000000026
2010,GOP,H,GA,3526.3899999999994
2010,GOP,H,IL,23134.82
2010,GOP,S,AK,3200.0
2010,GOP,H,MA,21255.399999999998
2010,GOP,H,MD,428.6
2010,GOP,H,MO,28108.530000000002
2010,GOP,H,NE,23.59
2010,GOP,H,IA,207.09
2010,GOP,H,NJ,1.75
2010,GOP,H,PA,465.21
2010,GOP,H,TX,9841.939999999999
2010,GOP,H,VA,337501.03
2010,GOP,H,WA,147.14
2010,GOP,H,WI,2010.04
2010,GOP,H,FL,1175.0
2012,OTH,P,IL,16927.38
2012,OTH,P,CO,9.0
2012,OTH,P,CT,3331.62
2012,OTH,P,DC,57556.55
2012,OTH,P,FL,4201.29
2012,OTH,P,GA,12882.339999999998
2012,OTH,P,ID,2000.0
2012,OTH,P,NC,233.91
2012,OTH,P,MI,57.75
2012,OTH,P,LA,61240.94999999999
2012,OTH,P,MA,31297.39
2012,OTH,P,MD,2409.1899999999996
2012,OTH,P,ME,43.96
2012,OTH,P,MN,1007.27
2012,OTH,P,NH,61472.890000000014
2012,OTH,P,NE,972.51
2012,OTH,P,CA,77767.33000000002
2012,OTH,P,MO,181.69
2012,OTH,P,KY,124600.09
2012,OTH,P,AZ,28438.41999999999
2012,NNE,S,FL,8190.89
2012,OTH,P,AL,9762.91
2012,NNE,H,GA,95.0
2012,NNE,H,OR,184.53
2012,OTH,P,NJ,6803.03
2012,NNE,H,FL,37098.47
2012,NNE,H,SD,6000.0
2012,NNE,P,OR,300.0
2012,NNE,S,CA,106.99
2012,NNE,S,TX,38.25
2012,NNE,S,WA,1181.01
2012,NPA,H,AZ,3418.09
2012,NPA,H,FL,7804.13
2012,OTH,H,AA,1040.93
2012,OTH,H,CA,110828.10999999996
2012,OTH,H,DC,1100.0
2012,OTH,H,DE,776.9
2012,OTH,H,FL,208461.26000000004
2012,OTH,H,MA,2774.5500000000006
2012,OTH,H,NJ,4313.85
2012,OTH,H,NY,295.0
2012,OTH,P,AR,595.46
2012,OTH,P,NM,7.99
2012,REP,H,FM,4844.0
2012,OTH,P,OH,950.0
2012,REP,H,AS,15514.0
2012,REP,H,AZ,8324166.809999967
2012,REP,H,BC,321.38999999999993
2012,REP,H,CA,48458295.93000032
2012,REP,H,CO,5101713.969999996
2012,REP,H,CT,4391373.479999994
2012,REP,H,DC,63317408.09000017
2012,REP,H,DE,3347488.4
2012,REP,H,FL,22958662.21999992
2012,REP,H,GA,13625511.049999947
2012,REP,H,GU,138319.03999999998
2012,REP,H,HI,630692.19
2012,REP,H,IA,5113786.85
2012,REP,H,ID,1296552.0799999998
2012,REP,H,IL,14381638.169999972
2012,REP,H,IN,6236515.130000008
2012,REP,H,KY,3064446.319999995
2012,NNE,H,AZ,200.0
2012,REP,H,KS,4768646.89000001
2012,REP,H,AR,2344261.8300000005
2012,OTH,P,NY,6247.47
2012,REP,H,AL,4049262.419999997
2012,REP,H,AB,1083.38
2012,OTH,P,OR,19.95
2012,OTH,P,PA,878.38
2012,OTH,P,RI,3725.5499999999997
2012,OTH,P,SC,0.0
2012,OTH,P,TN,4500.0
2012,OTH,P,TX,113450.20000000006
2012,OTH,P,VA,115153.87999999996
2012,OTH,P,WA,2892.1800000000003
2012,OTH,P,WI,4.0
2012,OTH,P,WV,2500.0
2012,OTH,S,CT,53.45
2012,OTH,S,DE,468.0
2012,OTH,S,FL,12882.220000000003
2012,OTH,S,MD,2500.0
2012,OTH,S,MS,1307.3899999999999
2012,OTH,S,NY,5705.0
2012,OTH,S,VA,1395.2800000000002
2012,REF,P,FL,17.0
2012,REP,H,AA,26963.42
2012,REP,H,AK,487520.36000000016
2012,LIB,S,WA,348.06
2012,IND,S,FL,3284.87
2012,LIB,S,TN,18651.82
2012,IND,S,LA,1114.0
2012,IND,S,MA,1566071.1999999997
2012,IND,S,MD,6154986.28
2012,IND,S,ME,1810007.3299999977
2012,IND,S,MI,104042.4
2012,IND,S,MN,5897.0
2012,IND,S,MO,764.57
2012,IND,S,NC,19288.22
2012,IND,S,NE,1684.6200000000001
2012,IND,S,NH,26957.53
2012,IND,S,NJ,3323.4799999999996
2012,IND,S,NM,94602.03
2012,IND,S,NY,83067.66999999998
2012,IND,S,OH,111926.32999999999
2012,IND,S,OR,2000.0
2012,IND,S,PA,28148.03
