,Charter/Cert,Report Date,Inst Type Code,Inst Name,Cash & Deposits,Investments,Net Interest Income,Loans & Leases,Assets,Non-Interest Expense,Liabilities,Liabilities & Equity,Interest Income,Non-Interest Income,Net Income,Deposit Accounts,Employees,Inst Type,Revenue,Cash to Assets,Inv to Assets,Loans to Assets,Interest to Revenue,Non-Interest to Revenue,Net Income to Revenue,Return on Assets,Other Assets,Interest Expense,Other Expense
251,Credit Union_1719,6/30/2024 0:00:00,1,HAWAII COMMUNITY,39.0,232.0,9.0,425.0,731.0,10.0,680.0,731.0,12.0,3.0,1.0,84163,114.0,Credit Union,15.0,0.0533515731874145,0.3173734610123119,0.5813953488372093,0.8,0.2,0.06666666666666667,0.0013679890560875513,35.0,3.0,1.0
252,Credit Union_1725,6/30/2024 0:00:00,1,MONROE TELCO,24.0,1.0,1.0,23.0,50.0,1.0,44.0,50.0,1.0,0.0,0.0,7379,14.0,Credit Union,1.0,0.48,0.02,0.46,1.0,0.0,0.0,0.0,2.0,0.0,0.0
253,Credit Union_1726,6/30/2024 0:00:00,1,BATON ROUGE TELCO,24.0,7.0,6.0,397.0,443.0,7.0,393.0,443.0,11.0,3.0,1.0,63970,84.0,Credit Union,14.0,0.05417607223476298,0.01580135440180587,0.8961625282167043,0.7857142857142857,0.21428571428571427,0.07142857142857142,0.002257336343115124,15.0,5.0,1.0
254,Credit Union_1729,6/30/2024 0:00:00,1,ENFIELD COMMUNITY,5.0,19.0,1.0,18.0,43.0,1.0,39.0,43.0,1.0,0.0,0.0,6564,7.0,Credit Union,1.0,0.11627906976744186,0.4418604651162791,0.4186046511627907,1.0,0.0,0.0,0.0,1.0,0.0,0.0
256,Credit Union_1739,6/30/2024 0:00:00,1,MILE HIGH,15.0,0.0,1.0,10.0,31.0,0.0,27.0,31.0,1.0,0.0,0.0,3386,6.0,Credit Union,1.0,0.4838709677419355,0.0,0.3225806451612903,1.0,0.0,0.0,0.0,6.0,0.0,1.0
257,Credit Union_1750,6/30/2024 0:00:00,1,COSDEN,21.0,11.0,1.0,26.0,60.0,1.0,54.0,60.0,1.0,1.0,1.0,7443,15.0,Credit Union,2.0,0.35,0.18333333333333332,0.43333333333333335,0.5,0.5,0.5,0.016666666666666666,2.0,0.0,0.0
258,Credit Union_1759,6/30/2024 0:00:00,1,INSPIRE,34.0,15.0,5.0,278.0,355.0,5.0,336.0,355.0,9.0,1.0,1.0,21743,40.0,Credit Union,10.0,0.09577464788732394,0.04225352112676056,0.7830985915492957,0.9,0.1,0.1,0.0028169014084507044,28.0,4.0,0.0
259,Credit Union_1784,6/30/2024 0:00:00,1,HAWAII COUNTY EMPLOYEES,37.0,41.0,2.0,42.0,124.0,1.0,105.0,124.0,2.0,0.0,1.0,10591,14.0,Credit Union,2.0,0.29838709677419356,0.33064516129032256,0.3387096774193548,1.0,0.0,0.5,0.008064516129032258,4.0,0.0,0.0
260,Credit Union_1785,6/30/2024 0:00:00,1,HAWAII SCHOOLS,14.0,33.0,1.0,23.0,73.0,1.0,65.0,73.0,1.0,0.0,0.0,6722,8.0,Credit Union,1.0,0.1917808219178082,0.4520547945205479,0.3150684931506849,1.0,0.0,0.0,0.0,3.0,0.0,0.0
261,Credit Union_1788,6/30/2024 0:00:00,1,NORDSTROM,2.0,14.0,1.0,37.0,56.0,1.0,50.0,56.0,1.0,0.0,0.0,8869,9.0,Credit Union,1.0,0.03571428571428571,0.25,0.6607142857142857,1.0,0.0,0.0,0.0,3.0,0.0,0.0
